age_bin,gender_bin,race_bin,educ_bin,count,fips
30-44,Female,Asian,Postgraduate,7826,15
30-44,Female,Asian,Some college,19927,15
30-44,Female,Black,College degree,705,15
30-44,Female,Black,H.S. or less,548,15
30-44,Female,Black,Postgraduate,603,15
30-44,Female,Black,Some college,874,15
30-44,Female,Hispanic,College degree,2771,15
30-44,Female,Hispanic,H.S. or less,5427,15
30-44,Female,Hispanic,Postgraduate,1762,15
30-44,Female,Hispanic,Some college,5330,15
30-44,Female,Other,College degree,6468,15
30-44,Female,Other,H.S. or less,8079,15
30-44,Female,Other,Postgraduate,3735,15
30-44,Female,Other,Some college,8940,15
30-44,Female,White,College degree,9717,15
30-44,Female,White,H.S. or less,4743,15
30-44,Female,White,Postgraduate,6312,15
30-44,Female,White,Some college,7965,15
30-44,Male,Asian,College degree,11723,15
30-44,Male,Asian,H.S. or less,22457,15
30-44,Male,Asian,Postgraduate,4690,15
30-44,Male,Asian,Some college,17892,15
30-44,Male,Black,College degree,1042,15
30-44,Male,Black,H.S. or less,914,15
30-44,Male,Black,Postgraduate,440,15
30-44,Male,Black,Some college,1796,15
30-44,Male,Hispanic,College degree,2935,15
30-44,Male,Hispanic,H.S. or less,6516,15
30-44,Male,Hispanic,Postgraduate,1970,15
30-44,Male,Hispanic,Some college,5267,15
30-44,Male,Other,College degree,5805,15
30-44,Male,Other,H.S. or less,12298,15
30-44,Male,Other,Postgraduate,2007,15
30-44,Male,Other,Some college,10937,15
30-44,Male,White,College degree,9530,15
30-44,Male,White,H.S. or less,7281,15
30-44,Male,White,Postgraduate,5346,15
30-44,Male,White,Some college,12412,15
45-64,Female,Asian,College degree,24406,15
45-64,Female,Asian,H.S. or less,33214,15
45-64,Female,Asian,Postgraduate,8909,15
45-64,Female,Asian,Some college,30676,15
45-64,Female,Black,College degree,410,15
45-64,Female,Black,H.S. or less,320,15
45-64,Female,Black,Postgraduate,161,15
45-64,Female,Black,Some college,849,15
45-64,Female,Hispanic,College degree,1857,15
45-64,Female,Hispanic,H.S. or less,4729,15
45-64,Female,Hispanic,Postgraduate,1021,15
45-64,Female,Hispanic,Some college,4073,15
45-64,Female,Other,College degree,4601,15
45-64,Female,Other,H.S. or less,11014,15
45-64,Female,Other,Postgraduate,2946,15
45-64,Female,Other,Some college,10486,15
45-64,Female,White,College degree,10410,15
45-64,Female,White,H.S. or less,7985,15
45-64,Female,White,Postgraduate,7687,15
45-64,Female,White,Some college,12262,15
45-64,Male,Asian,College degree,18535,15
45-64,Male,Asian,H.S. or less,33647,15
45-64,Male,Asian,Postgraduate,7529,15
45-64,Male,Asian,Some college,26200,15
45-64,Male,Black,College degree,686,15
45-64,Male,Black,H.S. or less,819,15
45-64,Male,Black,Postgraduate,249,15
45-64,Male,Black,Some college,1347,15
45-64,Male,Hispanic,College degree,1133,15
45-64,Male,Hispanic,H.S. or less,5684,15
45-64,Male,Hispanic,Postgraduate,627,15
45-64,Male,Hispanic,Some college,3873,15
45-64,Male,Other,College degree,4327,15
45-64,Male,Other,H.S. or less,12748,15
45-64,Male,Other,Postgraduate,1711,15
45-64,Male,Other,Some college,10079,15
45-64,Male,White,College degree,10456,15
45-64,Male,White,H.S. or less,11566,15
45-64,Male,White,Postgraduate,8955,15
45-64,Male,White,Some college,14033,15
65+,Female,Asian,College degree,15201,15
65+,Female,Asian,H.S. or less,46069,15
65+,Female,Asian,Postgraduate,7663,15
65+,Female,Asian,Some college,21459,15
65+,Female,Black,College degree,148,15
65+,Female,Black,H.S. or less,125,15
65+,Female,Black,Postgraduate,131,15
65+,Female,Black,Some college,203,15
65+,Female,Hispanic,College degree,453,15
65+,Female,Hispanic,H.S. or less,2394,15
65+,Female,Hispanic,Postgraduate,187,15
65+,Female,Hispanic,Some college,1478,15
65+,Female,Other,College degree,1448,15
65+,Female,Other,H.S. or less,6265,15
65+,Female,Other,Postgraduate,1157,15
65+,Female,Other,Some college,3987,15
65+,Female,White,College degree,7447,15
65+,Female,White,H.S. or less,9444,15
65+,Female,White,Postgraduate,6814,15
65+,Female,White,Some college,10800,15
65+,Male,Asian,College degree,13719,15
65+,Male,Asian,H.S. or less,29116,15
65+,Male,Asian,Postgraduate,6672,15
65+,Male,Asian,Some college,17250,15
65+,Male,Black,College degree,285,15
65+,Male,Black,H.S. or less,176,15
65+,Male,Black,Postgraduate,105,15
65+,Male,Black,Some college,200,15
65+,Male,Hispanic,College degree,227,15
65+,Male,Hispanic,H.S. or less,2043,15
65+,Male,Hispanic,Postgraduate,272,15
65+,Male,Hispanic,Some college,1002,15
65+,Male,Other,College degree,1503,15
65+,Male,Other,H.S. or less,4764,15
65+,Male,Other,Postgraduate,809,15
65+,Male,Other,Some college,3957,15
65+,Male,White,College degree,8719,15
65+,Male,White,H.S. or less,7123,15
65+,Male,White,Postgraduate,10347,15
65+,Male,White,Some college,10033,15
18-29,Female,Asian,College degree,430,16
18-29,Female,Asian,H.S. or less,983,16
18-29,Female,Asian,Postgraduate,117,16
18-29,Female,Asian,Some college,989,16
18-29,Female,Black,College degree,30,16
18-29,Female,Black,H.S. or less,745,16
18-29,Female,Black,Some college,722,16
18-29,Female,Hispanic,College degree,1807,16
18-29,Female,Hispanic,H.S. or less,11312,16
18-29,Female,Hispanic,Postgraduate,20,16
18-29,Female,Hispanic,Some college,9480,16
18-29,Female,Other,College degree,613,16
18-29,Female,Other,H.S. or less,2546,16
18-29,Female,Other,Postgraduate,393,16
18-29,Female,Other,Some college,2902,16
18-29,Female,White,College degree,17476,16
18-29,Female,White,H.S. or less,37586,16
18-29,Female,White,Postgraduate,2343,16
18-29,Female,White,Some college,45695,16
18-29,Male,Asian,College degree,405,16
18-29,Male,Asian,H.S. or less,764,16
18-29,Male,Asian,Postgraduate,264,16
18-29,Male,Asian,Some college,1472,16
18-29,Male,Black,College degree,111,16
18-29,Male,Black,H.S. or less,701,16
18-29,Male,Black,Some college,1373,16
18-29,Male,Hispanic,College degree,1275,16
18-29,Male,Hispanic,H.S. or less,15361,16
18-29,Male,Hispanic,Postgraduate,102,16
18-29,Male,Hispanic,Some college,7188,16
18-29,Male,Other,College degree,367,16
18-29,Male,Other,H.S. or less,2937,16
18-29,Male,Other,Postgraduate,52,16
18-29,Male,Other,Some college,2676,16
18-29,Male,White,College degree,14184,16
18-29,Male,White,H.S. or less,51227,16
18-29,Male,White,Postgraduate,1786,16
18-29,Male,White,Some college,42501,16
30-44,Female,Asian,College degree,1476,16
30-44,Female,Asian,H.S. or less,638,16
30-44,Female,Asian,Postgraduate,851,16
30-44,Female,Asian,Some college,690,16
30-44,Female,Black,College degree,63,16
30-44,Female,Black,H.S. or less,192,16
30-44,Female,Black,Postgraduate,26,16
30-44,Female,Black,Some college,277,16
30-44,Female,Hispanic,College degree,2645,16
30-44,Female,Hispanic,H.S. or less,12063,16
30-44,Female,Hispanic,Postgraduate,1085,16
30-44,Female,Hispanic,Some college,6126,16
30-44,Female,Other,College degree,1827,16
30-44,Female,Other,H.S. or less,1804,16
30-44,Female,Other,Postgraduate,418,16
30-44,Female,Other,Some college,3247,16
30-44,Female,White,College degree,34802,16
30-44,Female,White,H.S. or less,32662,16
30-44,Female,White,Postgraduate,13524,16
30-44,Female,White,Some college,51450,16
30-44,Male,Asian,College degree,231,16
30-44,Male,Asian,H.S. or less,626,16
30-44,Male,Asian,Postgraduate,1163,16
30-44,Male,Asian,Some college,384,16
30-44,Male,Black,College degree,300,16
30-44,Male,Black,H.S. or less,394,16
30-44,Male,Black,Postgraduate,47,16
30-44,Male,Black,Some college,395,16
30-44,Male,Hispanic,College degree,1511,16
30-44,Male,Hispanic,H.S. or less,15533,16
30-44,Male,Hispanic,Postgraduate,1129,16
30-44,Male,Hispanic,Some college,6838,16
30-44,Male,Other,College degree,1057,16
30-44,Male,Other,H.S. or less,2377,16
30-44,Male,Other,Postgraduate,414,16
30-44,Male,Other,Some college,2049,16
30-44,Male,White,College degree,29402,16
30-44,Male,White,H.S. or less,45207,16
30-44,Male,White,Postgraduate,14714,16
30-44,Male,White,Some college,44736,16
45-64,Female,Asian,College degree,919,16
45-64,Female,Asian,H.S. or less,1009,16
45-64,Female,Asian,Postgraduate,349,16
45-64,Female,Asian,Some college,996,16
45-64,Female,Black,College degree,23,16
45-64,Female,Black,H.S. or less,197,16
45-64,Female,Black,Postgraduate,68,16
45-64,Female,Black,Some college,109,16
45-64,Female,Hispanic,College degree,1118,16
45-64,Female,Hispanic,H.S. or less,11696,16
45-64,Female,Hispanic,Postgraduate,541,16
45-64,Female,Hispanic,Some college,4798,16
45-64,Female,Other,College degree,927,16
45-64,Female,Other,H.S. or less,1805,16
45-64,Female,Other,Postgraduate,593,16
45-64,Female,Other,Some college,3055,16
45-64,Female,White,College degree,35637,16
45-64,Female,White,H.S. or less,53916,16
45-64,Female,White,Postgraduate,17154,16
45-64,Female,White,Some college,75038,16
45-64,Male,Asian,College degree,681,16
45-64,Male,Asian,H.S. or less,431,16
45-64,Male,Asian,Postgraduate,720,16
45-64,Male,Asian,Some college,585,16
45-64,Male,Black,College degree,304,16
45-64,Male,Black,H.S. or less,522,16
45-64,Male,Black,Postgraduate,105,16
45-64,Male,Black,Some college,402,16
45-64,Male,Hispanic,College degree,1781,16
45-64,Male,Hispanic,H.S. or less,13413,16
45-64,Male,Hispanic,Postgraduate,423,16
45-64,Male,Hispanic,Some college,3564,16
45-64,Male,Other,College degree,1241,16
45-64,Male,Other,H.S. or less,2904,16
45-64,Male,Other,Postgraduate,413,16
45-64,Male,Other,Some college,2757,16
45-64,Male,White,College degree,31999,16
45-64,Male,White,H.S. or less,61809,16
45-64,Male,White,Postgraduate,18526,16
45-64,Male,White,Some college,64671,16
65+,Female,Asian,College degree,317,16
65+,Female,Asian,H.S. or less,1058,16
65+,Female,Asian,Postgraduate,98,16
65+,Female,Asian,Some college,458,16
65+,Female,Black,H.S. or less,1,16
65+,Female,Black,Some college,120,16
65+,Female,Hispanic,College degree,298,16
65+,Female,Hispanic,H.S. or less,3350,16
65+,Female,Hispanic,Postgraduate,91,16
65+,Female,Hispanic,Some college,1571,16
65+,Female,Other,College degree,547,16
65+,Female,Other,H.S. or less,1734,16
65+,Female,Other,Postgraduate,272,16
65+,Female,Other,Some college,1119,16
65+,Female,White,College degree,22073,16
65+,Female,White,H.S. or less,54117,16
65+,Female,White,Postgraduate,10502,16
65+,Female,White,Some college,48560,16
65+,Male,Asian,College degree,143,16
65+,Male,Asian,H.S. or less,471,16
65+,Male,Asian,Postgraduate,159,16
65+,Male,Asian,Some college,181,16
65+,Male,Black,College degree,96,16
65+,Male,Black,H.S. or less,104,16
65+,Male,Black,Postgraduate,97,16
65+,Male,Black,Some college,125,16
65+,Male,Hispanic,College degree,264,16
65+,Male,Hispanic,H.S. or less,3159,16
65+,Male,Hispanic,Postgraduate,368,16
65+,Male,Hispanic,Some college,970,16
65+,Male,Other,College degree,457,16
65+,Male,Other,H.S. or less,1334,16
65+,Male,Other,Postgraduate,424,16
65+,Male,Other,Some college,1123,16
65+,Male,White,College degree,24017,16
65+,Male,White,H.S. or less,40752,16
65+,Male,White,Postgraduate,16743,16
65+,Male,White,Some college,40372,16
18-29,Female,Asian,College degree,22487,17
18-29,Female,Asian,H.S. or less,8396,17
18-29,Female,Asian,Postgraduate,12682,17
18-29,Female,Asian,Some college,18076,17
18-29,Female,Black,College degree,19511,17
18-29,Female,Black,H.S. or less,69736,17
18-29,Female,Black,Postgraduate,4480,17
18-29,Female,Black,Some college,73452,17
18-29,Female,Hispanic,College degree,26560,17
18-29,Female,Hispanic,H.S. or less,91783,17
18-29,Female,Hispanic,Postgraduate,5101,17
18-29,Female,Hispanic,Some college,87129,17
18-29,Female,Other,College degree,7800,17
18-29,Female,Other,H.S. or less,9503,17
18-29,Female,Other,Postgraduate,2135,17
18-29,Female,Other,Some college,12445,17
18-29,Female,White,College degree,157356,17
18-29,Female,White,H.S. or less,141081,17
18-29,Female,White,Postgraduate,39456,17
18-29,Female,White,Some college,209902,17
18-29,Male,Asian,College degree,21960,17
18-29,Male,Asian,H.S. or less,10885,17
18-29,Male,Asian,Postgraduate,9980,17
18-29,Male,Asian,Some college,19541,17
18-29,Male,Black,College degree,16075,17
18-29,Male,Black,H.S. or less,85792,17
18-29,Male,Black,Postgraduate,3643,17
18-29,Male,Black,Some college,61119,17
18-29,Male,Hispanic,College degree,21075,17
18-29,Male,Hispanic,H.S. or less,116972,17
18-29,Male,Hispanic,Postgraduate,3741,17
18-29,Male,Hispanic,Some college,78743,17
18-29,Male,Other,College degree,6053,17
18-29,Male,Other,H.S. or less,12415,17
18-29,Male,Other,Postgraduate,1434,17
18-29,Male,Other,Some college,10860,17
18-29,Male,White,College degree,132665,17
18-29,Male,White,H.S. or less,196314,17
18-29,Male,White,Postgraduate,25307,17
18-29,Male,White,Some college,217231,17
30-44,Female,Asian,College degree,35610,17
30-44,Female,Asian,H.S. or less,10948,17
30-44,Female,Asian,Postgraduate,34364,17
30-44,Female,Asian,Some college,11855,17
30-44,Female,Black,College degree,28184,17
30-44,Female,Black,H.S. or less,56048,17
30-44,Female,Black,Postgraduate,22538,17
30-44,Female,Black,Some college,73284,17
30-44,Female,Hispanic,College degree,33800,17
30-44,Female,Hispanic,H.S. or less,124007,17
30-44,Female,Hispanic,Postgraduate,16242,17
30-44,Female,Hispanic,Some college,60876,17
30-44,Female,Other,College degree,8054,17
30-44,Female,Other,H.S. or less,5638,17
30-44,Female,Other,Postgraduate,5707,17
30-44,Female,Other,Some college,7878,17
30-44,Female,White,College degree,222953,17
30-44,Female,White,H.S. or less,128072,17
30-44,Female,White,Postgraduate,162589,17
30-44,Female,White,Some college,201563,17
30-44,Male,Asian,College degree,32555,17
30-44,Male,Asian,H.S. or less,8955,17
30-44,Male,Asian,Postgraduate,35869,17
30-44,Male,Asian,Some college,10618,17
30-44,Male,Black,College degree,21728,17
30-44,Male,Black,H.S. or less,69178,17
30-44,Male,Black,Postgraduate,12078,17
30-44,Male,Black,Some college,55997,17
30-44,Male,Hispanic,College degree,26352,17
30-44,Male,Hispanic,H.S. or less,161513,17
30-44,Male,Hispanic,Postgraduate,11293,17
30-44,Male,Hispanic,Some college,58692,17
30-44,Male,Other,College degree,7251,17
30-44,Male,Other,H.S. or less,6394,17
30-44,Male,Other,Postgraduate,4172,17
30-44,Male,Other,Some college,8611,17
30-44,Male,White,College degree,212452,17
30-44,Male,White,H.S. or less,188963,17
30-44,Male,White,Postgraduate,113339,17
30-44,Male,White,Some college,211629,17
45-64,Female,Asian,College degree,32884,17
45-64,Female,Asian,H.S. or less,22580,17
45-64,Female,Asian,Postgraduate,19392,17
45-64,Female,Asian,Some college,14382,17
45-64,Female,Black,College degree,36836,17
45-64,Female,Black,H.S. or less,82849,17
45-64,Female,Black,Postgraduate,27899,17
45-64,Female,Black,Some college,93527,17
45-64,Female,Hispanic,College degree,18175,17
45-64,Female,Hispanic,H.S. or less,133342,17
45-64,Female,Hispanic,Postgraduate,10593,17
45-64,Female,Hispanic,Some college,45685,17
45-64,Female,Other,College degree,5269,17
45-64,Female,Other,H.S. or less,6476,17
45-64,Female,Other,Postgraduate,3728,17
45-64,Female,Other,Some college,7511,17
45-64,Female,White,College degree,260940,17
45-64,Female,White,H.S. or less,325213,17
45-64,Female,White,Postgraduate,172279,17
45-64,Female,White,Some college,361667,17
45-64,Male,Asian,College degree,24255,17
45-64,Male,Asian,H.S. or less,15476,17
45-64,Male,Asian,Postgraduate,23753,17
45-64,Male,Asian,Some college,13186,17
45-64,Male,Black,College degree,25579,17
45-64,Male,Black,H.S. or less,90347,17
45-64,Male,Black,Postgraduate,14346,17
45-64,Male,Black,Some college,66811,17
45-64,Male,Hispanic,College degree,15928,17
45-64,Male,Hispanic,H.S. or less,152014,17
45-64,Male,Hispanic,Postgraduate,9601,17
45-64,Male,Hispanic,Some college,45564,17
45-64,Male,Other,College degree,4115,17
45-64,Male,Other,H.S. or less,6731,17
45-64,Male,Other,Postgraduate,2962,17
45-64,Male,Other,Some college,7915,17
45-64,Male,White,College degree,245458,17
45-64,Male,White,H.S. or less,366473,17
45-64,Male,White,Postgraduate,160825,17
45-64,Male,White,Some college,320652,17
65+,Female,Asian,College degree,16115,17
65+,Female,Asian,H.S. or less,22402,17
65+,Female,Asian,Postgraduate,4831,17
65+,Female,Asian,Some college,6862,17
65+,Female,Black,College degree,12021,17
65+,Female,Black,H.S. or less,68387,17
65+,Female,Black,Postgraduate,13556,17
65+,Female,Black,Some college,45223,17
65+,Female,Hispanic,College degree,3779,17
65+,Female,Hispanic,H.S. or less,56618,17
65+,Female,Hispanic,Postgraduate,3083,17
65+,Female,Hispanic,Some college,11130,17
65+,Female,Other,College degree,1603,17
65+,Female,Other,H.S. or less,4908,17
65+,Female,Other,Postgraduate,1444,17
65+,Female,Other,Some college,3588,17
65+,Female,White,College degree,122453,17
65+,Female,White,H.S. or less,397086,17
65+,Female,White,Postgraduate,93632,17
65+,Female,White,Some college,232939,17
65+,Male,Asian,College degree,13887,17
65+,Male,Asian,H.S. or less,11999,17
65+,Male,Asian,Postgraduate,8159,17
65+,Male,Asian,Some college,5890,17
65+,Male,Black,College degree,7464,17
65+,Male,Black,H.S. or less,49137,17
65+,Male,Black,Postgraduate,7295,17
65+,Male,Black,Some college,26029,17
65+,Male,Hispanic,College degree,3305,17
65+,Male,Hispanic,H.S. or less,48213,17
65+,Male,Hispanic,Postgraduate,1957,17
65+,Male,Hispanic,Some college,8867,17
65+,Male,Other,College degree,1510,17
65+,Male,Other,H.S. or less,2735,17
65+,Male,Other,Postgraduate,989,17
65+,Male,Other,Some college,2584,17
65+,Male,White,College degree,122310,17
65+,Male,White,H.S. or less,258229,17
65+,Male,White,Postgraduate,110198,17
65+,Male,White,Some college,177713,17
18-29,Female,Asian,College degree,4656,18
18-29,Female,Asian,H.S. or less,5064,18
18-29,Female,Asian,Postgraduate,2344,18
18-29,Female,Asian,Some college,6151,18
18-29,Female,Black,College degree,6084,18
18-29,Female,Black,H.S. or less,28147,18
18-29,Female,Black,Postgraduate,1997,18
18-29,Female,Black,Some college,22585,18
18-29,Female,Hispanic,College degree,4462,18
18-29,Female,Hispanic,H.S. or less,22531,18
18-29,Female,Hispanic,Postgraduate,821,18
18-29,Female,Hispanic,Some college,17321,18
18-29,Female,Other,College degree,2651,18
18-29,Female,Other,H.S. or less,8498,18
18-29,Female,Other,Postgraduate,556,18
18-29,Female,Other,Some college,7805,18
18-29,Female,White,College degree,77435,18
18-29,Female,White,H.S. or less,149170,18
